,Unnamed: 0,year,sellingPrice,presentPrice,kmsDriven,owner,names,ages,locations_Arusha,locations_Kampala,locations_Kisumu,locations_Lamu,locations_Mwanza,locations_Nairobi,fuelType_CNG,fuelType_Diesel,fuelType_Petrol,carName_amaze,carName_baleno,carName_brio,carName_camry,carName_ciaz,carName_corolla,carName_creta,carName_dzire,carName_elantra,carName_eon,carName_ertiga,carName_fortuner,carName_ignis,carName_innova,carName_omni,carName_ritz,carName_swift,carName_sx4,carName_verna,carName_xcent,sellerType_Dealer,sellerType_Individual,transmission_Automatic,transmission_Manual
0,0,2014,-0.7540269168490458,-0.7589792157380845,-0.6144780353101816,0,Frank,-1.2738026748880813,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,2013,-0.4802455724769235,-0.22616198001990864,0.12740504348763287,0,Rachel,-0.13177269050566315,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2,2,2017,0.008649685330437813,-0.18434594379898844,-1.4120023450178323,0,Peter,1.2957647899723594,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,3,2014,-0.5095792879453652,-0.586319453277511,0.10190281265395801,0,Alice,-0.4172801866012677,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,4,2015,-0.08912936623103444,-0.4177064039996073,-0.9948785839637609,0,Lily,0.4392423016855459,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,5,2016,0.3019868400148546,-0.31384076564441843,-0.9263935022522377,0,Tom,-0.7027876826968722,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,6,2015,0.04776130595502675,-0.3097940524617488,0.09805429418269435,0,Tom,-1.2738026748880813,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,7,2015,-0.06957355591874007,-0.11285401090515709,0.4983465828865401,0,Frank,-1.2738026748880813,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,8,2015,0.057539211111173945,-0.1722058042509794,-1.1708903444085426,0,Tom,0.15373480558994138,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,9,2015,-0.21624213326094846,-0.4730114841627596,-0.660845727735045,0,Lily,1.010257293876755,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
10,10,2009,-0.9691408302842848,-0.5404567038739212,1.7237055905984053,0,Harry,1.2957647899723594,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,11,2016,0.10642873689191007,-0.05754893074200488,0.12740504348763287,0,Frank,0.7247497977811505,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
12,12,2015,0.008649685330437813,-0.05754893074200488,0.06610695410196346,0,Mark,-0.4172801866012677,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
13,13,2016,0.10642873689191007,-0.05754893074200488,0.12740504348763287,0,Charlie,-0.13177269050566315,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
14,14,2010,-0.8909175890351069,-0.4365910655187324,0.05516417868969569,0,Mark,1.581272286067964,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15,15,2017,-0.45091185700848174,-0.7427923630074057,-1.4120023450178323,0,Harry,-0.9882951787924767,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16,16,2011,-0.548690908569954,-0.43254435233606275,0.4519788904616767,0,Harry,-0.9882951787924767,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
17,17,2011,-0.8224722529420764,-0.8399134793914782,-0.9390518822842254,0,Oliver,0.7247497977811505,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18,18,2013,-0.5975804343506901,-0.7212098926998339,0.6902160941406249,0,Ivan,-1.2738026748880813,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
19,19,2017,-0.23579794357324282,-0.6375778202579937,-1.1152491134987064,0,Quinn,0.4392423016855459,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
20,20,2015,0.04776130595502675,-0.11285401090515709,0.2201404283373597,0,Charlie,1.010257293876755,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,21,2012,-0.802916442629782,-0.7063719443633784,0.5187019998610551,0,Jack,-0.9882951787924767,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
22,22,2011,-0.9495850199719904,-0.8534025233337106,0.6467231986461031,0,Harry,-0.9882951787924767,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23,23,2014,-0.44113395185233456,-0.5026873808356707,-0.058065726211820747,0,David,1.581272286067964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,24,2014,-0.23579794357324282,-0.17085689985675617,0.2201404283373597,0,Peter,0.4392423016855459,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
25,25,2014,-0.3335769951347151,-0.4257998303649465,0.2201404283373597,0,Eve,-0.7027876826968722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,26,2011,-0.8322501580982236,-0.46896477098008993,0.451886155076827,0,Kim,-1.2738026748880813,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
27,27,2015,-0.4998013827892179,-0.5418056082681444,0.39480752570182015,0,Nancy,1.581272286067964,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,28,2003,-0.9691408302842848,-0.4365910655187324,1.0083911995600376,0,Sarah,-0.13177269050566315,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29,29,2016,-0.26513165904168456,-0.45142901385518797,-0.7292844417541434,0,Sarah,-0.13177269050566315,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,30,2008,-0.9691408302842848,-0.5485501302392605,0.822920429860584,0,Quinn,-0.4172801866012677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
31,31,2014,-0.3335769951347151,-0.4257998303649465,0.25630722842875314,0,Jack,0.7247497977811505,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,32,2012,-0.9691408302842848,-0.9154521254679792,0.4519788904616767,0,Jack,-1.5593101709836859,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
33,33,2014,0.057539211111173945,0.11106411853589888,-1.1708903444085426,0,Harry,0.15373480558994138,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,34,2013,-0.8909175890351069,-0.8534025233337106,1.1257941967797918,0,Tom,-0.13177269050566315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35,35,2015,-0.27490956419783175,-0.4730114841627596,-0.6668735277502773,0,David,-0.9882951787924767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,36,2017,0.10642873689191007,-0.2598845898754894,-0.15080111106154756,0,Alice,1.010257293876755,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37,37,2012,1.5046691742209635,2.6159795786084374,2.306686587456213,0,Ivan,0.7247497977811505,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
38,38,2015,2.6486840774901887,2.6159795786084374,-0.01169803378695734,0,Jack,-0.4172801866012677,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39,39,2017,2.1108992939020914,1.153767215270456,-1.1708903444085426,0,Mark,-0.13177269050566315,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40,40,2013,1.7197830876562024,2.6159795786084374,2.306686587456213,0,Quinn,1.010257293876755,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
41,41,2005,-0.8713617787228125,-0.135785385606952,2.306686587456213,0,Nancy,-1.5593101709836859,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
42,42,2014,2.5000599191167505,2.6159795786084374,0.03466965863790607,0,Frank,0.7247497977811505,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
43,43,2014,2.2575678712442997,2.6159795786084374,1.750274278357852,0,Ivan,0.15373480558994138,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
44,44,2015,2.6486840774901887,2.6159795786084374,0.3128758131870865,0,Eve,0.15373480558994138,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
45,45,2017,2.6486840774901887,2.6159795786084374,-1.4120023450178323,0,Jack,1.581272286067964,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
46,46,2017,2.453125974367244,1.6096969005179074,-1.356361114107996,0,Jack,1.2957647899723594,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
47,47,2010,0.39976589157632686,1.2454927140776355,0.8692881222854474,0,Sarah,1.010257293876755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
48,48,2004,-0.9691408302842848,0.1528801547568191,2.306686587456213,0,Rachel,-0.4172801866012677,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
49,49,2012,1.4264459329717856,2.6159795786084374,2.2603188950313493,0,Kim,-1.2738026748880813,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
50,50,2017,2.6486840774901887,1.9118514848239112,-1.1708903444085426,0,Jack,1.2957647899723594,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
51,51,2015,1.0353297267258965,0.30260854251559777,-0.10443341863668415,0,Mark,-1.2738026748880813,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52,52,2005,-0.7266487824118335,0.30260854251559777,2.306686587456213,0,Jack,-1.2738026748880813,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
53,53,2006,-0.9202513045035486,1.687933355382855,2.306686587456213,3,Kim,0.15373480558994138,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54,54,2014,0.7908820978222159,0.6573703981963072,0.834141411427401,0,Rachel,-0.7027876826968722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,55,2005,-0.7227376203493747,0.3349822479769551,1.611171201083262,0,Kim,-0.13177269050566315,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
56,56,2015,2.6486840774901887,2.6159795786084374,-0.01169803378695734,0,Harry,-0.7027876826968722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
57,57,2016,2.6486840774901887,1.9118514848239112,-0.5217426504604548,0,Kim,0.15373480558994138,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
58,58,2010,0.4779891328255047,1.2454927140776355,0.45309171507987345,0,Alice,-1.5593101709836859,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
59,59,2015,-0.8713617787228125,-0.9154521254679792,-0.5550346536215067,0,Tom,-1.2738026748880813,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60,60,2017,-0.284687469353979,-0.551247939027707,-1.2877832970116232,0,Lily,-0.7027876826968722,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
61,61,2015,0.8886611493836881,0.48201282694728714,0.1522117589349348,0,Mark,-0.13177269050566315,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
62,62,2016,0.7908820978222159,0.32149320403472287,-0.8152037758174153,0,Bob,1.2957647899723594,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63,63,2012,-0.5291350982576596,-0.2450466415390337,-0.19253203424392462,0,Tom,0.4392423016855459,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
64,64,2016,-0.8420280632543707,-0.9154521254679792,-1.286809575470701,0,Sarah,-0.13177269050566315,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65,65,2016,-0.7931385374736346,-0.9154521254679792,-1.1708903444085426,0,Eve,1.581272286067964,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
66,66,2014,-0.14779679716791777,-0.2450466415390337,0.22375710834649903,0,Tom,1.2957647899723594,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
67,67,2012,-0.5291350982576596,-0.2450466415390337,-0.19716880348641097,0,Mark,-1.5593101709836859,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
68,68,2017,-0.7246932013806041,-0.9154521254679792,-0.08180598473335081,0,Bob,1.2957647899723594,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
69,69,2015,0.20420778845338233,-0.2450466415390337,0.9796895979490471,0,Rachel,1.010257293876755,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
70,70,2013,-0.4098446553526634,-0.2450466415390337,-0.18798800038628802,0,Ivan,-1.5593101709836859,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
71,71,2012,-0.44113395185233456,-0.2450466415390337,0.9156558147103108,0,Quinn,-0.7027876826968722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
72,72,2013,-0.20646422810480108,-0.2450466415390337,0.2201404283373597,0,Harry,1.010257293876755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
73,73,2017,0.39976589157632686,-0.2450466415390337,-1.1708439767161176,0,Kim,-1.5593101709836859,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
74,74,2015,0.8299937184468047,0.48201282694728714,-1.2682624985007556,0,Bob,-1.2738026748880813,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75,75,2017,0.3704321761078851,-0.2450466415390337,-1.1643524997766368,0,George,0.4392423016855459,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
76,76,2016,-0.802916442629782,-0.9154521254679792,-1.3169949432392871,0,Rachel,1.010257293876755,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
77,77,2015,0.7908820978222159,0.32149320403472287,1.286597354109218,0,Jack,1.010257293876755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
78,78,2013,-0.4704676673207763,-0.2450466415390337,0.9268304285847029,0,Eve,-0.7027876826968722,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
79,79,2012,-0.9691408302842848,-0.9154521254679792,-0.7670741110804071,0,David,1.2957647899723594,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
80,80,2012,-0.3629107106031568,-0.2450466415390337,-0.36770917622505855,0,Nancy,1.010257293876755,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
81,81,2015,-0.4802455724769235,-0.551247939027707,-0.20338207427134267,1,Eve,-0.9882951787924767,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
82,82,2014,-0.548690908569954,-0.551247939027707,-0.2899041883361378,0,Harry,-0.9882951787924767,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
83,83,2013,-0.24557584872939003,-0.2450466415390337,0.40561119803681334,0,Bob,-1.5593101709836859,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
84,84,2012,-0.39224442607159843,-0.2450466415390337,1.4257004313838082,0,Harry,1.010257293876755,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
85,85,2015,-0.24557584872939003,-0.2450466415390337,-0.19716880348641097,0,Quinn,0.15373480558994138,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
86,86,2016,1.1135529679750744,0.32149320403472287,-0.20022907118645195,0,Peter,1.581272286067964,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
87,87,2015,-0.3531328054470095,-0.5930639752486271,-0.4092082609453113,0,Tom,-0.9882951787924767,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
88,88,2012,-0.8224722529420764,-0.791352921199442,0.6223801601230498,0,Peter,0.4392423016855459,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
89,89,2014,-0.6464699601314263,-0.5687836961526089,-0.19466494809546833,0,Bob,-1.2738026748880813,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90,90,2016,-0.3335769951347151,-0.7077208487576017,-1.4120023450178323,0,Quinn,1.010257293876755,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
91,91,2015,-0.6269141498191318,-0.7306522234593966,-0.01063157686118548,0,Ivan,1.2957647899723594,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
92,92,2015,-0.6269141498191318,-0.5687836961526089,-0.010492473783910891,0,Quinn,-0.13177269050566315,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93,93,2014,-0.6953594859121625,-0.5687836961526089,-0.24353649591127435,0,Harry,-0.9882951787924767,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
94,94,2017,-0.4704676673207763,-0.7306522234593966,-0.9854195747090888,0,Oliver,-0.9882951787924767,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
95,95,2014,-0.372688615759304,-0.5957617840370736,-1.1013388057712474,0,Charlie,1.010257293876755,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
96,96,2015,-0.38246652091545125,-0.7171631795171642,-1.1956970598558443,0,Oliver,1.2957647899723594,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
97,97,2013,-0.7246932013806041,-0.7171631795171642,-1.4120023450178323,0,George,-1.5593101709836859,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
98,98,2015,-0.284687469353979,-0.5013384764414475,0.17377273591249628,0,Charlie,1.010257293876755,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
99,99,2014,-0.5291350982576596,-0.6497179598060028,-0.9854195747090888,0,Lily,1.010257293876755,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
100,100,2015,-0.3531328054470095,-0.6901850916326997,-0.4092082609453113,0,Mark,0.4392423016855459,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
101,101,2014,-0.675803675599868,-0.5957617840370736,-0.33539089460492877,0,George,0.4392423016855459,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
102,102,2015,-0.6269141498191318,-0.7171631795171642,0.9156558147103108,0,Tom,-0.13177269050566315,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103,103,2016,-0.372688615759304,-0.7171631795171642,-1.4120023450178323,0,David,-0.9882951787924767,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
